idxSin;cov;incDate;decDate;cloDate;accYear;pay;eval
S00542911;TTG;2021-12-04;2021-12-04;;2021;0.0;1700.0
S00542911;TTG;2021-12-04;2021-12-04;2022-02-26;2022;1096.08;1096.08
S00542926;TTG;2021-12-04;2021-12-11;;2021;0.0;1700.0
S00542926;TTG;2021-12-04;2021-12-11;2022-01-05;2022;4408.8;4408.8
S00542949;TTG;2021-12-04;2021-12-04;;2021;0.0;1700.0
S00542949;TTG;2021-12-04;2021-12-04;2022-01-24;2022;2316.43;2316.43
S00542975;TTG;2021-12-04;2021-12-06;;2021;0.0;1700.0
S00542975;TTG;2021-12-04;2021-12-06;2022-01-26;2022;3973.38;3973.38
S00542983;TTG;2021-12-04;2021-12-04;;2021;0.0;1700.0
S00542983;TTG;2021-12-04;2021-12-04;2022-02-26;2022;3812.39;3812.39
S00542996;TTG;2021-12-04;2021-12-04;2021-12-11;2021;19791.02;19791.02
S00543010;TTG;2021-12-04;2022-02-11;2022-02-21;2022;5565.01;5565.01
S00543038;TTG;2021-12-04;2021-12-20;;2021;0.0;1700.0
S00543038;TTG;2021-12-04;2021-12-20;2022-03-15;2022;0.0;0.0
S00543055;TTG;2021-12-04;2021-12-05;;2021;0.0;1700.0
S00543055;TTG;2021-12-04;2021-12-05;2022-01-10;2022;7273.15;7273.15
S00543077;TTG;2021-12-04;2021-12-11;2021-12-29;2021;3630.52;3630.52
S00543087;TTG;2021-12-04;2021-12-09;2021-12-19;2021;1264.99;1264.99
S00543103;TTG;2021-12-04;2021-12-06;;2021;0.0;1700.0
S00543103;TTG;2021-12-04;2021-12-06;2022-01-19;2022;7622.52;7622.52
S00543123;TTG;2021-12-04;2021-12-16;2021-12-31;2021;4441.66;4441.66
S00543137;TTG;2021-12-04;2021-12-06;2021-12-13;2021;1598.85;1598.85
S00543155;TTG;2021-12-04;2021-12-04;;2021;0.0;1700.0
S00543155;TTG;2021-12-04;2021-12-04;2022-06-02;2022;4312.86;4312.86
S00543177;TTG;2021-12-04;2021-12-05;2021-12-05;2021;0.0;0.0
S00543188;TTG;2021-12-05;2021-12-10;;2021;0.0;1700.0
S00543188;TTG;2021-12-05;2021-12-10;2022-01-11;2022;5642.41;5642.41
S00543207;TTG;2021-12-05;2021-12-06;;2021;0.0;1700.0
S00543207;TTG;2021-12-05;2021-12-06;2022-05-25;2022;3627.81;3627.81
S00543226;TTG;2021-12-05;2021-12-05;2021-12-31;2021;7026.23;7026.23
S00543240;TTG;2021-12-05;2021-12-08;;2021;0.0;1700.0
S00543240;TTG;2021-12-05;2021-12-08;2022-01-16;2022;3510.77;3510.77
S00543263;TTG;2021-12-05;2022-05-10;2022-05-26;2022;2787.73;2787.73
S00543277;TTG;2021-12-05;2021-12-08;2021-12-30;2021;1813.9;1813.9
S00543293;TTG;2021-12-05;2021-12-05;;2021;0.0;1700.0
S00543293;TTG;2021-12-05;2021-12-05;2022-05-09;2022;1665.91;1665.91
S00543307;TTG;2021-12-05;2021-12-08;;2021;0.0;1700.0
S00543307;TTG;2021-12-05;2021-12-08;2022-05-08;2022;2748.95;2748.95
S00543332;TTG;2021-12-05;2021-12-06;;2021;0.0;1700.0
S00543332;TTG;2021-12-05;2021-12-06;2022-01-10;2022;484.96;484.96
S00543357;TTG;2021-12-05;2021-12-05;;2021;0.0;1700.0
S00543357;TTG;2021-12-05;2021-12-05;2022-03-07;2022;24014.32;24014.32
S00543375;TTG;2021-12-05;2021-12-12;;2021;0.0;1700.0
S00543375;TTG;2021-12-05;2021-12-12;2022-01-15;2022;9948.27;9948.27
S00543393;TTG;2021-12-05;2021-12-07;;2021;0.0;1700.0
S00543393;TTG;2021-12-05;2021-12-07;2022-01-04;2022;5310.64;5310.64
S00543407;TTG;2021-12-05;2021-12-07;;2021;0.0;1700.0
S00543407;TTG;2021-12-05;2021-12-07;2022-03-12;2022;1819.96;1819.96
S00543422;TTG;2021-12-05;2021-12-06;;2021;0.0;1700.0
S00543422;TTG;2021-12-05;2021-12-06;2022-01-14;2022;10087.39;10087.39
S00543435;TTG;2021-12-05;2021-12-05;2021-12-21;2021;2637.42;2637.42
S00543453;TTG;2021-12-05;2021-12-09;;2021;0.0;1700.0
S00543453;TTG;2021-12-05;2021-12-09;2022-02-08;2022;2930.02;2930.02
S00543466;TTG;2021-12-05;2021-12-05;2021-12-12;2021;6875.9;6875.9
S00543484;TTG;2021-12-06;2021-12-08;2021-12-31;2021;2486.8;2486.8
S00543502;TTG;2021-12-06;2021-12-08;;2021;0.0;1700.0
S00543502;TTG;2021-12-06;2021-12-08;2022-06-24;2022;2346.73;2346.73
S00543516;TTG;2021-12-06;2021-12-16;;2021;0.0;1700.0
S00543516;TTG;2021-12-06;2021-12-16;2022-05-26;2022;2049.17;2049.17
S00543529;TTG;2021-12-06;2021-12-07;;2021;0.0;1700.0
S00543529;TTG;2021-12-06;2021-12-07;2022-01-11;2022;3655.21;3655.21
S00543552;TTG;2021-12-06;2021-12-06;;2021;0.0;1700.0
S00543552;TTG;2021-12-06;2021-12-06;2022-02-04;2022;3818.88;3818.88
S00543571;TTG;2021-12-06;2021-12-15;;2021;0.0;1700.0
S00543571;TTG;2021-12-06;2021-12-15;2022-06-01;2022;12654.31;12654.31
S00543586;TTG;2021-12-06;2021-12-06;;2021;0.0;1700.0
S00543586;TTG;2021-12-06;2021-12-06;2022-05-06;2022;3874.8;3874.8
S00543605;TTG;2021-12-06;2021-12-31;;2021;0.0;1700.0
S00543605;TTG;2021-12-06;2021-12-31;2022-02-21;2022;15521.04;15521.04
S00543619;TTG;2021-12-06;2021-12-07;;2021;0.0;1700.0
S00543619;TTG;2021-12-06;2021-12-07;2022-02-16;2022;1082.81;1082.81
S00543631;TTG;2021-12-06;2021-12-06;2021-12-06;2021;2978.43;2978.43
S00543649;TTG;2021-12-06;2021-12-10;;2021;0.0;1700.0
S00543649;TTG;2021-12-06;2021-12-10;2022-02-11;2022;1468.21;1468.21
S00543670;TTG;2021-12-06;2022-03-12;2022-07-20;2022;12630.89;12630.89
S00543684;TTG;2021-12-06;2021-12-07;;2021;0.0;1700.0
S00543684;TTG;2021-12-06;2021-12-07;2022-03-11;2022;1506.28;1506.28
S00543701;TTG;2021-12-06;2021-12-06;2021-12-20;2021;4543.09;4543.09
S00543721;TTG;2021-12-06;2021-12-07;;2021;0.0;1700.0
S00543721;TTG;2021-12-06;2021-12-07;2022-02-03;2022;3241.89;3241.89
S00543734;TTG;2021-12-06;2021-12-06;;2021;0.0;1700.0
S00543734;TTG;2021-12-06;2021-12-06;2022-01-11;2022;1821.38;1821.38
S00543744;TTG;2021-12-06;2021-12-06;2021-12-06;2021;0.0;0.0
S00543765;TTG;2021-12-06;2021-12-06;;2021;0.0;1700.0
S00543765;TTG;2021-12-06;2021-12-06;2022-04-26;2022;3058.24;3058.24
S00543779;TTG;2021-12-07;2021-12-08;;2021;0.0;1700.0
S00543779;TTG;2021-12-07;2021-12-08;2022-03-20;2022;0.0;0.0
S00543792;TTG;2021-12-07;2021-12-19;;2021;0.0;1700.0
S00543792;TTG;2021-12-07;2021-12-19;2022-07-11;2022;270.73;270.73
S00543814;TTG;2021-12-07;2021-12-07;2021-12-29;2021;5187.38;5187.38
S00543835;TTG;2021-12-07;2021-12-07;;2021;0.0;1700.0
S00543835;TTG;2021-12-07;2021-12-07;2022-01-13;2022;1602.94;1602.94
S00543852;TTG;2021-12-07;2021-12-08;;2021;0.0;1700.0
S00543852;TTG;2021-12-07;2021-12-08;2022-01-16;2022;7242.84;7242.84
S00543866;TTG;2021-12-07;2021-12-09;2021-12-21;2021;4008.63;4008.63
S00543880;TTG;2021-12-07;2021-12-08;;2021;0.0;1700.0
S00543880;TTG;2021-12-07;2021-12-08;2022-01-23;2022;4157.61;4157.61
S00543893;TTG;2021-12-07;2021-12-10;;2021;0.0;1700.0
S00543893;TTG;2021-12-07;2021-12-10;2022-02-15;2022;786.21;786.21
S00543908;TTG;2021-12-07;2021-12-26;;2021;0.0;1700.0
S00543908;TTG;2021-12-07;2021-12-26;2022-01-15;2022;5450.94;5450.94
S00543925;TTG;2021-12-07;2021-12-07;2021-12-27;2021;5636.14;5636.14
S00543936;TTG;2021-12-07;2021-12-07;;2021;0.0;1700.0
S00543936;TTG;2021-12-07;2021-12-07;2022-01-24;2022;1056.81;1056.81
S00543956;TTG;2021-12-07;2021-12-08;2021-12-21;2021;4641.37;4641.37
S00543980;TTG;2021-12-07;2021-12-08;2021-12-30;2021;6716.42;6716.42
S00543999;TTG;2021-12-07;2021-12-08;2021-12-15;2021;1164.52;1164.52
S00544014;TTG;2021-12-07;2021-12-08;;2021;0.0;1700.0
S00544014;TTG;2021-12-07;2021-12-08;2022-01-11;2022;0.0;0.0
S00544025;TTG;2021-12-07;2021-12-07;;2021;0.0;1700.0
S00544025;TTG;2021-12-07;2021-12-07;2022-01-27;2022;1665.78;1665.78
S00544038;TTG;2021-12-07;2021-12-07;;2021;0.0;1700.0
S00544038;TTG;2021-12-07;2021-12-07;2022-02-22;2022;670.27;670.27
S00544061;TTG;2021-12-07;2021-12-09;2021-12-24;2021;485.0;485.0
S00544074;TTG;2021-12-07;2021-12-09;;2021;0.0;1700.0
S00544074;TTG;2021-12-07;2021-12-09;2022-01-12;2022;3146.7;3146.7
S00544095;TTG;2021-12-07;2021-12-07;;2021;0.0;1700.0
S00544095;TTG;2021-12-07;2021-12-07;2022-01-10;2022;3896.33;3896.33
S00544103;TTG;2021-12-07;2021-12-07;;2021;0.0;1700.0
S00544103;TTG;2021-12-07;2021-12-07;2022-01-11;2022;3477.9;3477.9
S00544119;TTG;2021-12-08;2021-12-10;;2021;0.0;1700.0
S00544119;TTG;2021-12-08;2021-12-10;2022-10-19;2022;1024.88;1024.88
S00544142;TTG;2021-12-08;2021-12-08;;2021;0.0;1700.0
S00544142;TTG;2021-12-08;2021-12-08;2022-02-11;2022;10129.69;10129.69
S00544159;TTG;2021-12-08;2021-12-09;;2021;0.0;1700.0
S00544159;TTG;2021-12-08;2021-12-09;2022-01-16;2022;373.79;373.79
S00544184;TTG;2021-12-08;2021-12-13;;2021;0.0;1700.0
S00544184;TTG;2021-12-08;2021-12-13;2022-08-21;2022;3716.79;3716.79
S00544202;TTG;2021-12-08;2021-12-10;;2021;0.0;1700.0
S00544202;TTG;2021-12-08;2021-12-10;2022-04-01;2022;1571.42;1571.42
S00544220;TTG;2021-12-08;2021-12-08;;2021;0.0;1700.0
S00544220;TTG;2021-12-08;2021-12-08;2022-04-15;2022;4877.8;4877.8
S00544237;TTG;2021-12-08;2021-12-09;;2021;0.0;1700.0
S00544237;TTG;2021-12-08;2021-12-09;2022-02-03;2022;0.0;0.0
S00544253;TTG;2021-12-08;2021-12-08;;2021;0.0;1700.0
S00544253;TTG;2021-12-08;2021-12-08;2022-02-14;2022;0.0;0.0
S00544270;TTG;2021-12-08;2021-12-08;;2021;0.0;1700.0
S00544270;TTG;2021-12-08;2021-12-08;2022-01-14;2022;1383.05;1383.05
S00544289;TTG;2021-12-08;2021-12-12;2021-12-30;2021;3585.86;3585.86
S00544306;TTG;2021-12-08;2021-12-13;;2021;0.0;1700.0
S00544306;TTG;2021-12-08;2021-12-13;2022-01-16;2022;1257.2;1257.2
S00544313;TTG;2021-12-08;2021-12-08;;2021;0.0;1700.0
S00544313;TTG;2021-12-08;2021-12-08;2022-06-27;2022;1775.94;1775.94
S00544330;TTG;2021-12-08;2021-12-09;;2021;0.0;1700.0
S00544330;TTG;2021-12-08;2021-12-09;2022-03-11;2022;686.88;686.88
S00544343;TTG;2021-12-08;2021-12-18;;2021;0.0;1700.0
S00544343;TTG;2021-12-08;2021-12-18;2022-01-31;2022;7792.14;7792.14
S00544364;TTG;2021-12-08;2021-12-09;;2021;0.0;1700.0
S00544364;TTG;2021-12-08;2021-12-09;2022-05-07;2022;2773.74;2773.74
S00544382;TTG;2021-12-08;2021-12-09;;2021;0.0;1700.0
S00544382;TTG;2021-12-08;2021-12-09;2022-01-02;2022;2173.41;2173.41
S00544395;TTG;2021-12-08;2021-12-08;;2021;0.0;1700.0
S00544395;TTG;2021-12-08;2021-12-08;2022-01-14;2022;2964.66;2964.66
S00544408;TTG;2021-12-09;2021-12-10;;2021;0.0;1700.0
S00544408;TTG;2021-12-09;2021-12-10;2022-05-12;2022;3285.5;3285.5
S00544420;TTG;2021-12-09;2021-12-16;;2021;0.0;1700.0
S00544420;TTG;2021-12-09;2021-12-16;2022-01-01;2022;0.0;0.0
S00544432;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544432;TTG;2021-12-09;2021-12-09;2022-01-04;2022;11789.27;11789.27
S00544455;TTG;2021-12-09;2021-12-23;;2021;0.0;1700.0
S00544455;TTG;2021-12-09;2021-12-23;2022-03-02;2022;1010.78;1010.78
S00544474;TTG;2021-12-09;2021-12-11;;2021;0.0;1700.0
S00544474;TTG;2021-12-09;2021-12-11;2022-04-29;2022;837.86;837.86
S00544489;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544489;TTG;2021-12-09;2021-12-09;2022-01-03;2022;8855.51;8855.51
S00544508;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544508;TTG;2021-12-09;2021-12-09;2022-03-25;2022;0.0;0.0
S00544524;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544524;TTG;2021-12-09;2021-12-09;2022-06-07;2022;3040.76;3040.76
S00544542;TTG;2021-12-09;2021-12-09;2021-12-09;2021;4743.39;4743.39
S00544557;TTG;2021-12-09;2021-12-09;2021-12-25;2021;0.0;0.0
S00544566;TTG;2021-12-09;2021-12-09;2021-12-27;2021;2463.81;2463.81
S00544584;TTG;2021-12-09;2021-12-10;2021-12-24;2021;1244.03;1244.03
S00544606;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544606;TTG;2021-12-09;2021-12-09;2022-02-02;2022;1517.02;1517.02
S00544619;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544619;TTG;2021-12-09;2021-12-09;2022-01-02;2022;15483.56;15483.56
S00544635;TTG;2021-12-09;2021-12-11;2021-12-27;2021;1163.8;1163.8
S00544649;TTG;2021-12-09;2021-12-14;;2021;0.0;1700.0
S00544649;TTG;2021-12-09;2021-12-14;2022-03-23;2022;609.76;609.76
S00544668;TTG;2021-12-09;2021-12-11;;2021;0.0;1700.0
S00544668;TTG;2021-12-09;2021-12-11;2022-01-01;2022;259.26;259.26
S00544692;TTG;2021-12-09;2021-12-13;;2021;0.0;1700.0
S00544692;TTG;2021-12-09;2021-12-13;2022-02-14;2022;1284.5;1284.5
S00544723;TTG;2021-12-09;2021-12-13;;2021;0.0;1700.0
S00544723;TTG;2021-12-09;2021-12-13;2022-02-17;2022;450.74;450.74
S00544744;TTG;2021-12-09;2021-12-10;2021-12-24;2021;0.0;0.0
S00544762;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544762;TTG;2021-12-09;2021-12-09;2022-01-31;2022;2988.88;2988.88
S00544777;TTG;2021-12-09;2021-12-09;;2021;0.0;1700.0
S00544777;TTG;2021-12-09;2021-12-09;2022-06-17;2022;9683.47;9683.47
S00544795;TTG;2021-12-10;2021-12-11;;2021;0.0;1700.0
S00544795;TTG;2021-12-10;2021-12-11;2022-01-15;2022;1827.03;1827.03
S00544805;TTG;2021-12-10;2021-12-10;;2021;0.0;1700.0
S00544805;TTG;2021-12-10;2021-12-10;2022-01-14;2022;6690.6;6690.6
S00544825;TTG;2021-12-10;2021-12-10;;2021;0.0;1700.0
S00544825;TTG;2021-12-10;2021-12-10;2022-03-11;2022;1149.66;1149.66
S00544844;TTG;2021-12-10;2021-12-12;;2021;0.0;1700.0
S00544844;TTG;2021-12-10;2021-12-12;2022-01-24;2022;968.2;968.2
S00544865;TTG;2021-12-10;2021-12-11;2021-12-26;2021;240.0;240.0
S00544887;TTG;2021-12-10;2021-12-12;;2021;0.0;1700.0
S00544887;TTG;2021-12-10;2021-12-12;2022-01-02;2022;11327.15;11327.15
S00544901;TTG;2021-12-10;2021-12-11;2021-12-20;2021;2482.42;2482.42
S00544919;TTG;2021-12-10;2021-12-10;2021-12-19;2021;2642.65;2642.65
S00544942;TTG;2021-12-10;2021-12-10;;2021;0.0;1700.0
S00544942;TTG;2021-12-10;2021-12-10;2022-03-24;2022;179.76;179.76
S00544957;TTG;2021-12-10;2021-12-11;2021-12-11;2021;851.4;851.4
S00544972;TTG;2021-12-10;2021-12-12;;2021;0.0;1700.0
S00544972;TTG;2021-12-10;2021-12-12;2022-05-29;2022;8625.33;8625.33
S00544990;TTG;2021-12-10;2021-12-12;;2021;0.0;1700.0
S00544990;TTG;2021-12-10;2021-12-12;2022-04-17;2022;9326.3;9326.3
S00545000;TTG;2021-12-10;2021-12-14;;2021;0.0;1700.0
S00545000;TTG;2021-12-10;2021-12-14;2022-01-11;2022;2978.32;2978.32
S00545020;TTG;2021-12-10;2021-12-10;;2021;0.0;1700.0
S00545020;TTG;2021-12-10;2021-12-10;2022-01-04;2022;2232.79;2232.79
S00545039;TTG;2021-12-10;2021-12-11;;2021;0.0;1700.0
S00545039;TTG;2021-12-10;2021-12-11;2022-10-14;2022;3757.17;3757.17
S00545054;TTG;2021-12-10;2021-12-11;2021-12-31;2021;900.91;900.91
S00545071;TTG;2021-12-10;2021-12-10;;2021;0.0;1700.0
S00545071;TTG;2021-12-10;2021-12-10;2022-01-20;2022;259.2;259.2
S00545084;TTG;2021-12-10;2021-12-11;;2021;0.0;1700.0
S00545084;TTG;2021-12-10;2021-12-11;2022-04-03;2022;1211.06;1211.06
S00545109;TTG;2021-12-10;2021-12-11;;2021;0.0;1700.0
S00545109;TTG;2021-12-10;2021-12-11;2022-01-27;2022;562.35;562.35
S00545123;TTG;2021-12-11;2021-12-13;;2021;0.0;1700.0
S00545123;TTG;2021-12-11;2021-12-13;2022-04-11;2022;0.0;0.0
S00545140;TTG;2021-12-11;2021-12-13;;2021;0.0;1700.0
S00545140;TTG;2021-12-11;2021-12-13;2022-01-05;2022;1740.86;1740.86
S00545150;TTG;2021-12-11;2021-12-13;;2021;0.0;1700.0
S00545150;TTG;2021-12-11;2021-12-13;2022-02-12;2022;259.2;259.2
S00545161;TTG;2021-12-11;2021-12-12;;2021;0.0;1700.0
S00545161;TTG;2021-12-11;2021-12-12;2022-01-12;2022;1178.1;1178.1
S00545176;TTG;2021-12-11;2021-12-12;;2021;0.0;1700.0
S00545176;TTG;2021-12-11;2021-12-12;2022-05-11;2022;259.2;259.2
S00545195;TTG;2021-12-11;2021-12-13;;2021;0.0;1700.0
S00545195;TTG;2021-12-11;2021-12-13;2022-06-01;2022;1918.33;1918.33
S00545212;TTG;2021-12-11;2021-12-12;;2021;0.0;1700.0
S00545212;TTG;2021-12-11;2021-12-12;2022-03-27;2022;4845.07;4845.07
S00545225;TTG;2021-12-11;2021-12-11;;2021;0.0;1700.0
S00545225;TTG;2021-12-11;2021-12-11;2022-03-18;2022;9103.18;9103.18
S00545237;TTG;2021-12-11;2021-12-11;;2021;0.0;1700.0
S00545237;TTG;2021-12-11;2021-12-11;2022-05-27;2022;0.0;0.0
S00545252;TTG;2021-12-11;2021-12-12;;2021;0.0;1700.0
S00545252;TTG;2021-12-11;2021-12-12;;2022;0.0;1700.0
S00545275;TTG;2021-12-11;2021-12-11;2021-12-26;2021;964.23;964.23
S00545292;TTG;2021-12-11;2021-12-12;;2021;0.0;1700.0
S00545292;TTG;2021-12-11;2021-12-12;2022-01-07;2022;1508.91;1508.91
S00545311;TTG;2021-12-11;2021-12-14;;2021;0.0;1700.0
S00545311;TTG;2021-12-11;2021-12-14;2022-02-15;2022;0.0;0.0
S00545326;TTG;2021-12-11;2021-12-11;;2021;0.0;1700.0
S00545326;TTG;2021-12-11;2021-12-11;2022-03-26;2022;339.03;339.03
S00545349;TTG;2021-12-11;2021-12-26;;2021;0.0;1700.0
S00545349;TTG;2021-12-11;2021-12-26;;2022;0.0;1700.0
S00545361;TTG;2021-12-11;2021-12-13;;2021;0.0;1700.0
S00545361;TTG;2021-12-11;2021-12-13;2022-03-18;2022;1881.19;1881.19
S00545380;TTG;2021-12-11;2021-12-12;;2021;0.0;1700.0
S00545380;TTG;2021-12-11;2021-12-12;2022-01-13;2022;3556.61;3556.61
S00545394;TTG;2021-12-12;2021-12-14;;2021;0.0;1700.0
S00545394;TTG;2021-12-12;2021-12-14;2022-01-19;2022;1808.71;1808.71
S00545403;TTG;2021-12-12;2021-12-15;;2021;0.0;1700.0
S00545403;TTG;2021-12-12;2021-12-15;2022-01-10;2022;0.0;0.0
S00545424;TTG;2021-12-12;2021-12-13;;2021;0.0;1700.0
S00545424;TTG;2021-12-12;2021-12-13;2022-01-17;2022;3974.54;3974.54
S00545438;TTG;2021-12-12;2021-12-12;;2021;0.0;1700.0
S00545438;TTG;2021-12-12;2021-12-12;2022-01-30;2022;2923.94;2923.94
S00545458;TTG;2021-12-12;2021-12-15;;2021;0.0;1700.0
S00545458;TTG;2021-12-12;2021-12-15;2022-01-06;2022;5344.2;5344.2
S00545474;TTG;2021-12-12;2021-12-15;;2021;0.0;1700.0
S00545474;TTG;2021-12-12;2021-12-15;2022-02-22;2022;14147.61;14147.61
S00545484;TTG;2021-12-12;2021-12-14;;2021;0.0;1700.0
S00545484;TTG;2021-12-12;2021-12-14;2022-02-10;2022;1975.62;1975.62
S00545502;TTG;2021-12-12;2021-12-14;2021-12-28;2021;0.0;0.0
S00545523;TTG;2021-12-12;2021-12-19;;2021;0.0;1700.0
S00545523;TTG;2021-12-12;2021-12-19;2022-03-13;2022;1230.79;1230.79
S00545544;TTG;2021-12-12;2021-12-12;;2021;0.0;1700.0
S00545544;TTG;2021-12-12;2021-12-12;2022-01-02;2022;506.66;506.66
S00545554;TTG;2021-12-12;2021-12-20;;2021;0.0;1700.0
S00545554;TTG;2021-12-12;2021-12-20;2022-02-25;2022;515.11;515.11
S00545572;TTG;2021-12-12;2021-12-14;;2021;0.0;1700.0
S00545572;TTG;2021-12-12;2021-12-14;2022-05-29;2022;0.0;0.0
S00545588;TTG;2021-12-12;2021-12-12;;2021;0.0;1700.0
S00545588;TTG;2021-12-12;2021-12-12;2022-03-07;2022;3257.69;3257.69
S00545608;TTG;2021-12-12;2021-12-12;2021-12-12;2021;1347.82;1347.82
S00545627;TTG;2021-12-12;2021-12-13;2021-12-28;2021;5409.74;5409.74
S00545653;TTG;2021-12-12;2021-12-12;;2021;0.0;1700.0
S00545653;TTG;2021-12-12;2021-12-12;2022-01-14;2022;0.0;0.0
S00545661;TTG;2021-12-12;2021-12-12;2021-12-19;2021;6267.61;6267.61
S00545677;TTG;2021-12-12;2021-12-15;2021-12-28;2021;2300.18;2300.18
S00545693;TTG;2021-12-12;2021-12-12;;2021;0.0;1700.0
S00545693;TTG;2021-12-12;2021-12-12;2022-10-01;2022;9431.01;9431.01
S00545712;TTG;2021-12-13;2021-12-14;;2021;0.0;1700.0
S00545712;TTG;2021-12-13;2021-12-14;2022-03-26;2022;1113.42;1113.42
S00545733;TTG;2021-12-13;2021-12-14;2021-12-14;2021;7928.6;7928.6
S00545743;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00545743;TTG;2021-12-13;2021-12-13;2022-01-04;2022;3593.31;3593.31
S00545753;TTG;2021-12-13;2021-12-15;2021-12-25;2021;940.58;940.58
S00545762;TTG;2021-12-13;2021-12-14;;2021;0.0;1700.0
S00545762;TTG;2021-12-13;2021-12-14;2022-03-24;2022;833.84;833.84
S00545774;TTG;2021-12-13;2021-12-28;;2021;0.0;1700.0
S00545774;TTG;2021-12-13;2021-12-28;2022-05-12;2022;259.2;259.2
S00545792;TTG;2021-12-13;2021-12-23;;2021;0.0;1700.0
S00545792;TTG;2021-12-13;2021-12-23;2022-06-29;2022;2406.03;2406.03
S00545808;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00545808;TTG;2021-12-13;2021-12-13;2022-01-15;2022;856.52;856.52
S00545827;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00545827;TTG;2021-12-13;2021-12-13;2022-05-22;2022;11625.18;11625.18
S00545846;TTG;2021-12-13;2021-12-15;;2021;0.0;1700.0
S00545846;TTG;2021-12-13;2021-12-15;2022-01-08;2022;8804.83;8804.83
S00545859;TTG;2021-12-13;2021-12-13;2021-12-23;2021;7278.18;7278.18
S00545881;TTG;2021-12-13;2021-12-25;;2021;0.0;1700.0
S00545881;TTG;2021-12-13;2021-12-25;2022-02-22;2022;6406.14;6406.14
S00545900;TTG;2021-12-13;2021-12-16;2021-12-23;2021;2835.7;2835.7
S00545911;TTG;2021-12-13;2021-12-24;;2021;0.0;1700.0
S00545911;TTG;2021-12-13;2021-12-24;2022-01-01;2022;11498.63;11498.63
S00545928;TTG;2021-12-13;2021-12-28;;2021;0.0;1700.0
S00545928;TTG;2021-12-13;2021-12-28;2022-02-02;2022;2324.32;2324.32
S00545947;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00545947;TTG;2021-12-13;2021-12-13;2022-04-09;2022;6268.92;6268.92
S00545965;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00545965;TTG;2021-12-13;2021-12-13;2022-02-28;2022;1023.17;1023.17
S00545974;TTG;2021-12-13;2021-12-13;2021-12-24;2021;2931.97;2931.97
S00545990;TTG;2021-12-13;2021-12-14;;2021;0.0;1700.0
S00545990;TTG;2021-12-13;2021-12-14;2022-02-03;2022;648.08;648.08
S00546008;TTG;2021-12-13;2021-12-22;;2021;0.0;1700.0
S00546008;TTG;2021-12-13;2021-12-22;2022-02-04;2022;737.21;737.21
S00546029;TTG;2021-12-13;2021-12-16;;2021;0.0;1700.0
S00546029;TTG;2021-12-13;2021-12-16;2022-01-25;2022;3577.54;3577.54
S00546045;TTG;2021-12-13;2021-12-15;;2021;0.0;1700.0
S00546045;TTG;2021-12-13;2021-12-15;2022-05-14;2022;4125.15;4125.15
S00546059;TTG;2021-12-13;2021-12-14;;2021;0.0;1700.0
S00546059;TTG;2021-12-13;2021-12-14;2022-05-13;2022;0.0;0.0
S00546074;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00546074;TTG;2021-12-13;2021-12-13;2022-05-14;2022;7200.69;7200.69
S00546102;TTG;2021-12-13;2021-12-13;2021-12-13;2021;179.73;179.73
S00546112;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00546112;TTG;2021-12-13;2021-12-13;2022-01-06;2022;194.02;194.02
S00546126;TTG;2021-12-13;2021-12-13;;2021;0.0;1700.0
S00546126;TTG;2021-12-13;2021-12-13;2022-04-04;2022;4606.8;4606.8
S00546139;TTG;2021-12-13;2021-12-15;;2021;0.0;1700.0
S00546139;TTG;2021-12-13;2021-12-15;2022-01-22;2022;2116.94;2116.94
S00546161;TTG;2021-12-13;2021-12-16;;2021;0.0;1700.0
S00546161;TTG;2021-12-13;2021-12-16;2022-01-09;2022;332.13;332.13
S00546180;TTG;2021-12-14;2021-12-14;;2021;0.0;1700.0
S00546180;TTG;2021-12-14;2021-12-14;2022-06-17;2022;932.46;932.46
S00546202;TTG;2021-12-14;2021-12-14;;2021;0.0;1700.0
S00546202;TTG;2021-12-14;2021-12-14;2022-06-27;2022;259.2;259.2
S00546221;TTG;2021-12-14;2021-12-14;;2021;0.0;1700.0
S00546221;TTG;2021-12-14;2021-12-14;2022-01-22;2022;259.2;259.2
S00546229;TTG;2021-12-14;2021-12-14;;2021;0.0;1700.0
S00546229;TTG;2021-12-14;2021-12-14;2022-09-17;2022;8487.45;8487.45
S00546246;TTG;2021-12-14;2022-01-27;2022-03-18;2022;759.05;759.05
S00546267;TTG;2021-12-14;2021-12-17;;2021;0.0;1700.0
